,location_name,google_name,Location,Average User Rating,Total User Rating
1573,Cave Hill Farms Brewery,Cave Hill Farms Brewery,"{'lat': 38.3667997, 'lng': -78.7217335}",4.7,71
1574,Cavendish Brewing Company,Cavendish Brewery,"{'lat': 35.2657319, 'lng': -81.1876743}",4.6,177
1575,Cavern Brewing At Lowes Foods,N/A,N/A,N/A,N/A
1576,Caves Bier & Kitchen,N/A,N/A,N/A,N/A
1577,Cedar Creek Brewery,Cedar Creek Brewery,"{'lat': 32.3230556, 'lng': -96.2069444}",4.4,151
1578,Cedar Creek Brewing Co,Cedar Creek Brewery,"{'lat': 32.3230556, 'lng': -96.2069444}",4.4,151
1579,Cedar Crest Brewing and Wine Bar,Cedar Crest Brewery & Winery,"{'lat': 40.1768074, 'lng': -122.2346115}",4.7,31
1580,Cedar Run Brewery,Cedar Run Brewery,"{'lat': 38.6452523, 'lng': -77.57694839999999}",4.7,29
1581,Cedar Springs Brewing Company,Cedar Springs Brewing Company,"{'lat': 43.2252553, 'lng': -85.5513921}",4.6,649
1582,Celestial Beerworks,Celestial Beerworks,"{'lat': 32.8200528, 'lng': -96.8330694}",4.8,134
1583,Celis Brewery,Celis Brewery,"{'lat': 30.3797326, 'lng': -97.7161842}",4.7,302
1584,Cellador Ales,N/A,N/A,N/A,N/A
1585,Cellar West Artisan Ales,Cellar West Artisan Ales,"{'lat': 39.9999447, 'lng': -105.0992313}",4.9,91
1586,Cellar Works Brewing Co,Cellar Works Brewing Co.,"{'lat': 40.7171349, 'lng': -79.7551022}",4.7,115
1587,Cellarmaker Brewing Company,N/A,N/A,N/A,N/A
1588,Cellarmaker House of Pizza,Cellarmaker Brewing,"{'lat': 37.7456981, 'lng': -122.4194949}",4.6,16
1589,Cellarman's Pub & Brewery,Cellarman's Pub & Brewery,"{'lat': 33.6618982, 'lng': -96.59947869999999}",4.4,447
1590,Center Ice Brewing Company,N/A,N/A,N/A,N/A
1591,Center Pivot,Center Pivot Restaurant and Brewery,"{'lat': 39.0696349, 'lng': -100.2345646}",4.5,89
1592,Center Square Brewing Altland House,Altland House Grill & Pub,"{'lat': 39.886492, 'lng': -76.984937}",4.6,234
1593,Center Street Brewing Company,Center Street Brewing Co.,"{'lat': 41.4545194, 'lng': -72.816433}",4.8,43
1594,Center of the Universe Brewing Co,Center of the Universe Brewing Company,"{'lat': 37.7086889, 'lng': -77.44703059999999}",4.4,197
1595,Centerpoint Brewing,Centerpoint Brewing Company,"{'lat': 39.7819107, 'lng': -86.13693049999999}",4.8,215
1596,Central 28 Beer Company,Central 28 Beer Company,"{'lat': 28.8693047, 'lng': -81.3275273}",4.8,180
1597,Central Coast Brewing Co Higuera St,Central Coast Brewing Higuera Street,"{'lat': 35.2652586, 'lng': -120.6710135}",4.7,200
1598,Central Coast Brewing Co Monterey St,Central Coast Brewing,"{'lat': 35.28581700000001, 'lng': -120.655724}",4.7,127
1599,Central District Brewing,Central District Brewing,"{'lat': 30.26527579999999, 'lng': -97.7375225}",4.8,75
1600,Central Machine Brewing,Central Machine Works,"{'lat': 30.2520225, 'lng': -97.7015778}",4.4,87
1601,Central Standard Brewing,Central Standard Brewing,"{'lat': 37.6845471, 'lng': -97.3181699}",4.8,357
1602,Central Waters Brewing Co,Central Waters Brewing Co.,"{'lat': 44.4422564, 'lng': -89.2796641}",4.7,339
1603,Cerberus Brewing Company,Cerberus Brewing Company,"{'lat': 38.83309730000001, 'lng': -104.8374276}",4.6,1785
1604,Cercis Brewing Company,Cercis Brewing Company,"{'lat': 43.3393942, 'lng': -89.0149076}",4.6,266
1605,Cerebral Brewing,N/A,N/A,N/A,N/A
1606,Cerveceria Del Pueblo,N/A,N/A,N/A,N/A
1607,Cerveza Zolupez Beer Co,Cerveza Zólupez Beer Company,"{'lat': 41.2122214, 'lng': -111.9823842}",4.4,10
1608,Chafunkta Brewing Co,Chafunkta Brewing Company,"{'lat': 30.4330316, 'lng': -90.0357826}",4.9,52
1609,Chain Reaction Brewing Company,Chain Reaction Brewing Company,"{'lat': 39.6995851, 'lng': -105.0011828}",4.5,163
1610,Chainline Brewing Company,Chainline Brewing Company Taproom at Urban,"{'lat': 47.6784194, 'lng': -122.1983792}",4.7,253
1611,Chainline Brewing Company Everest,Chainline Brewing Company Taproom at Urban,"{'lat': 47.6784194, 'lng': -122.1983792}",4.7,253
1612,Champion Brewing,N/A,N/A,N/A,N/A
1613,Champion Brewing Company Missile Factory,Champion Brewing Company,"{'lat': 38.0276505, 'lng': -78.47815539999999}",4.6,146
1614,Chandeleur Island Brewing Company,Chandeleur Island Brewing Company,"{'lat': 30.3678857, 'lng': -89.0954179}",4.6,176
1615,Channel Marker Brewing LLC,N/A,N/A,N/A,N/A
1616,Chaos Bay Brewing,Chaos Bay Brewing Co.,"{'lat': 47.5704712, 'lng': -122.6136351}",4.2,160
1617,Chaos Brewing Company LLC,Chaos Brewing,"{'lat': 37.0901149, 'lng': -94.51353499999999}",4.9,30
1618,Chaos Mountain Brewing LLC,Chaos Mountain Brewing,"{'lat': 37.095614, 'lng': -80.05142699999999}",4.8,83
1619,Chapel Brewing,Chapel Brewing,"{'lat': 44.42975149999999, 'lng': -93.2039025}",4.7,135
1620,Chapel Main,Chapel + Main,"{'lat': 43.1979735, 'lng': -70.8725933}",4.6,323
1621,Chapman Crafted Beer,N/A,N/A,N/A,N/A
1622,Chapman's Brewing Company,Chapman's Brewing Company,"{'lat': 41.6489735, 'lng': -85.00301739999999}",4.6,44
1623,Charles Towne Fermentory,Charles Towne Fermentory,"{'lat': 32.7816236, 'lng': -79.98524979999999}",4.7,168
1624,Charleville Brewing Company,Charleville Brewing Company,"{'lat': 38.62136, 'lng': -90.213775}",4.6,153
1625,Charleville Vineyard & Microbrewery,Charleville Vineyard & Winery,"{'lat': 37.7576787, 'lng': -90.1503216}",4.5,54
1626,Charlie Palmer Steak Napa,Charlie Palmer Steak Napa,"{'lat': 38.2983515, 'lng': -122.2878759}",4.4,289
1627,Charlie and Jakes Brewery and Grille,Charlie & Jake's Brewery Grille,"{'lat': 28.2151112, 'lng': -80.6747041}",3.7,215
1628,Charlie's Steak Ribs & Ale,"Charlie's Steak, Ribs & Ale","{'lat': 36.6392217, 'lng': -93.27593689999999}",3.6,609
1629,Charter Oak Brewing Company LLC,Charter Oak Brewing,"{'lat': 41.391487, 'lng': -73.4287484}",4.8,94
1630,Chateau De Pique Winery & Brewery,Chateau de Pique Winery - Brewery - Wedding Event Center,"{'lat': 38.9749985, 'lng': -85.8987045}",4.4,58
1631,Chatham Brewing LLC,Chatham Brewing,"{'lat': 42.3633333, 'lng': -73.59527779999999}",4.6,174
1632,Chatoe Rogue Farmstead Brewery,N/A,N/A,N/A,N/A
1633,Chattabrewchee Southern Brewhouse,Chattabrewchee Southern Brewhouse,"{'lat': 32.4707141, 'lng': -84.98540059999999}",4.8,89
1634,Chattahoochee Brewing Co,Chattahoochee Brewing,"{'lat': 32.4707432, 'lng': -84.9996785}",4.5,168
1635,Chattanooga Brewing Co,N/A,N/A,N/A,N/A
1636,Chatty Monks Brewing Company,Chatty Monks Brewing Company,"{'lat': 40.335629, 'lng': -75.9501743}",4.3,433
1637,Chatty Monks Brewing Company Production Facility,N/A,N/A,N/A,N/A
1638,Checkerspot Brewing Company,Checkerspot Brewing Company,"{'lat': 39.2744646, 'lng': -76.6201911}",4.8,267
1639,Cheeky Monkey Brewing Co Lucky Strike Jillians,Cheeky Monkey Brewing Co.,"{'lat': 42.3472766, 'lng': -71.0948014}",4.2,268
1640,Chehalem Valley Brewery,N/A,N/A,N/A,N/A
1641,Chelsea Alehouse Brewery,Chelsea Alehouse Brewery,"{'lat': 42.3176132, 'lng': -84.02024329999999}",4.3,240
1642,Cheluna Brewing Company,Cheluna Brewing Company,"{'lat': 39.7527785, 'lng': -104.8777564}",4.7,253
1643,Cherokee Brewing Pizza Company,Cherokee Brewing + Pizza Company,"{'lat': 34.7694587, 'lng': -84.9698104}",4.6,826
1644,Cherry Street Brewing,Cherry Street Brewing at Vickery Village - Home of Rick Tanner's,"{'lat': 34.18228490000001, 'lng': -84.21897799999999}",4.2,282
1645,Cherry Street Brewpub At Halcyon,Cherry Street Brewpub at Halcyon,"{'lat': 34.111045, 'lng': -84.223434}",4.5,342
1646,Chesepiooc Real Ale Brewery,Chesepiooc Real Ale Brewery,"{'lat': 39.0157173, 'lng': -76.6985763}",4.6,113
1647,Chesterton Brewery,Chesterton Brewery | Veterans Brewing for Veterans,"{'lat': 41.6123203, 'lng': -87.0662615}",4.6,87
1648,Chestnut Brew Works,"Chestnut Brew Works, LLC","{'lat': 39.6272034, 'lng': -79.9506935}",4.8,50
1649,Chestnut Hill Brewing Co,Chestnut Hill Brewing Company Taproom,"{'lat': 40.0741829, 'lng': -75.2027189}",4.5,161
1650,Chetco Brewing Company,Chetco Brewing Company,"{'lat': 42.05203969999999, 'lng': -124.2874998}",4.7,155
1651,Chicago Brewing Co NV,N/A,N/A,N/A,N/A
1652,Chief Spring's Fire and Irons Brew Pub,Chief Spring's Fire & Irons Brew Pub,"{'lat': 46.319161, 'lng': -117.981082}",4.6,224
1653,Chile Line Brewery,Chile Line Brewery,"{'lat': 35.6894554, 'lng': -105.9439923}",4.5,112
1654,Chilly Water Brewing Company,Chilly Water Brewing Company,"{'lat': 39.7569489, 'lng': -86.1453483}",4.5,256
1655,Chilton Mill Brewing,Chilton Mill Brewing,"{'lat': 40.7836023, 'lng': -74.7714254}",4.9,55
1656,Chimney Rustic Ales,Chimney Rustic Ales,"{'lat': 39.63700100000001, 'lng': -74.80313869999999}",4.9,39
1657,ChopHouse and Brewery Denver,N/A,N/A,N/A,N/A
1658,Christian Moerlein Brewing Co,N/A,N/A,N/A,N/A
1659,Chrysalis Barrel Aged Beer,Chrysalis Barrel Aged Beer,"{'lat': 38.86545830000001, 'lng': -107.5975803}",4.7,12
1660,Chubby Squirrel Brewing Company,Chubby Squirrel Brewing Company,"{'lat': 38.8487295, 'lng': -77.3032933}",4.6,99
1661,Chuckanut Brewery North Nut,N/A,N/A,N/A,N/A
1662,Chuckanut Brewery South Nut,N/A,N/A,N/A,N/A
1663,Chula Vista Brewery,Chula Vista Brewery,"{'lat': 32.6415337, 'lng': -117.0803506}",4.6,143
1664,Church Street Brewing Company,Church Street Brewing Company,"{'lat': 41.9680252, 'lng': -87.9892807}",4.8,172
1665,Cibolo Creek Brewing Co,Cibolo Creek Brewing Co.,"{'lat': 29.7900856, 'lng': -98.7300795}",4.6,832
1666,Ciclops Cyderi and Brewery,Ciclops Cyderi & Brewery,"{'lat': 34.952436, 'lng': -81.92953}",4.8,184
1667,Cigar City Airport Location,N/A,N/A,N/A,N/A
1668,Cigar City Brewing,N/A,N/A,N/A,N/A
1669,Cinder Block Brewery,Cinder Block Brewery,"{'lat': 39.140334, 'lng': -94.5789156}",4.6,409
1670,Cinderlands Beer Co,N/A,N/A,N/A,N/A
1671,Cinderlands Warehouse,N/A,N/A,N/A,N/A
1672,Circa Brewing Co,Circa Brewing Co.,"{'lat': 40.69166, 'lng': -73.986036}",4.3,372
1673,Circle 9 Brewing,Circle 9 Brewing-Kearny Mesa Brewery,"{'lat': 32.825627, 'lng': -117.16084}",4.8,67
1674,Circle Brewing Company,Circle Brewing Company,"{'lat': 30.3911437, 'lng': -97.71535999999999}",4.6,174
1675,Cisco Brewers,Cisco Brewers,"{'lat': 41.2633412, 'lng': -70.1311662}",4.5,245
1676,Cisco Brewers Portsmouth,Cisco Brewers Portsmouth,"{'lat': 43.0878681, 'lng': -70.80450660000001}",4.3,377
1677,Cismontane Brewing Co,N/A,N/A,N/A,N/A
1678,Citizen 33 Brewery,Citizen 33 Brewery,"{'lat': 43.7283108, 'lng': -111.1113475}",4.6,124
1679,Citizen Brewers,Dual Citizen Brewing Company,"{'lat': 44.9631434, 'lng': -93.197753}",4.5,267
1680,City Acre Brewing Co,City Acre Brewing,"{'lat': 29.8569844, 'lng': -95.3349046}",4.7,621
1681,City Barrel Brewing Co,City Barrel Brewery + Kitchen,"{'lat': 39.0917337, 'lng': -94.575582}",4.7,207
1682,City Brewing Co,N/A,N/A,N/A,N/A
1683,City Built Brewing Company,City Built Brewing Company,"{'lat': 42.9780547, 'lng': -85.6723032}",4.6,576
1684,City Lights Brewing Co,City Lights Brewing Co.,"{'lat': 43.0334861, 'lng': -87.9420268}",4.6,372
1685,City Orchard,City Orchard Cidery,"{'lat': 29.7708798, 'lng': -95.38689839999999}",4.7,78
1686,City Service Brewing,City Service Brewing,"{'lat': 42.6803056, 'lng': -90.1181028}",4.7,52
1687,City Star Brewing,City Star Brewing,"{'lat': 40.305034, 'lng': -105.078928}",4.8,212
1688,City Steam Brewery,City Steam Brewery,"{'lat': 41.7678505, 'lng': -72.67290580000001}",3.9,345
1689,City Wineworks,City Wineworks,"{'lat': 40.7553331, 'lng': -86.0700732}",5,8
1690,Civil Life Brewing Company,Civil Life Brewing Co.,"{'lat': 38.590624, 'lng': -90.257897}",4.9,341
1691,Civil Society Brewing Co,N/A,N/A,N/A,N/A
1692,Civil Society Brewing Co West Palm Beach,Civil Society Brewing Co.,"{'lat': 26.6972681, 'lng': -80.05528230000002}",4.7,64
1693,Civilian Brewing Corps,Civilian Brewing Corps Brewpub,"{'lat': 39.2863276, 'lng': -86.7611403}",4.6,107
1694,Claim 52 Brewing,Claim 52 Brewing -Manufacturing & Taproom,"{'lat': 44.049038, 'lng': -123.1380842}",4.5,50
1695,Claimstake Brewing Company,Claimstake Brewing Company,"{'lat': 38.5818457, 'lng': -121.260948}",4.7,201
1696,Clairvoyant Brewing,Clairvoyant Brewing Company,"{'lat': 43.62298, 'lng': -116.225418}",4.7,190
1697,Clam Lake Beer Co,Clam Lake Beer Co,"{'lat': 44.2499568, 'lng': -85.399372}",4.6,1713
1698,Clancy's Brewery,N/A,N/A,N/A,N/A
1699,Clandestine Brewing,N/A,N/A,N/A,N/A
1700,Claremont Craft Ales,N/A,N/A,N/A,N/A
1701,Clarion River Brewing Company,Clarion River Brewing Company,"{'lat': 41.2138955, 'lng': -79.3838486}",4.4,250
1702,Clearwater Brewing Company,Clearwater Brewing Company,"{'lat': 27.9825952, 'lng': -82.7967877}",4.8,68
1703,Clemson Bros Brewery,Clemson Bros. Brewery,"{'lat': 41.4473157, 'lng': -74.4156957}",4.2,301
1704,Clermont Brewing Company,Clermont Brewing Company,"{'lat': 28.5544905, 'lng': -81.76778589999999}",4.4,198
1705,Cleveland Brewing Company Butcher and The Brewer,Butcher and the Brewer,"{'lat': 41.49914649999999, 'lng': -81.6900132}",4.5,1985
1706,Cliffside Brewing,N/A,N/A,N/A,N/A
1707,Climate City Brewing Co,Climate City Brewing Company,"{'lat': 42.4400459, 'lng': -123.3313748}",4,265
1708,Climax Brewing Co,Climax Brewing Co,"{'lat': 40.659725, 'lng': -74.28300399999999}",4.7,40
1709,Climbing Bines Craft Ale Company,Climbing Bines Hop Farm & Brewery,"{'lat': 42.6595488, 'lng': -76.941451}",4.6,207
1710,Clinch River Brewing,Clinch River Brewing,"{'lat': 36.2156441, 'lng': -84.0761352}",4.7,259
1711,Clock House Brewing,Clock House Brewing,"{'lat': 41.9738516, 'lng': -91.664948}",4.8,103
1712,Clockwerks Brewing,Clockwerks Brewing,"{'lat': 44.980904, 'lng': -93.2723685}",4.3,220
1713,Cloud 9 Brewery,Cloud 9 Brewery,"{'lat': 43.6255931, 'lng': -116.2109849}",4.4,222
1714,Cloudburst Brewing,N/A,N/A,N/A,N/A
1715,Cloudcroft Brewing Company,Cloudcroft Brewing Company,"{'lat': 32.9584283, 'lng': -105.7350082}",4.7,307
1716,Clouds Brewing,N/A,N/A,N/A,N/A
1717,Cloven Hoof Brewing Co,Cloven Hoof Brewing,"{'lat': 41.8982401, 'lng': -80.8015714}",4.7,73
1718,Cloverdale Ale Company's Ruth McGowan's Brewpub,Cloverdale Ale Company,"{'lat': 38.805559, 'lng': -123.0158809}",4.4,195
1719,Clubhouse Brewing Company Ltd,Clubhouse Brewing Company,"{'lat': 41.2662026, 'lng': -80.8264975}",4.8,202
1720,Clutch Brewing Company,Clutch Brewing Company,"{'lat': 44.9285173, 'lng': -93.1246736}",4.6,198
1721,CoStar Brewing Inc,N/A,N/A,N/A,N/A
1722,Coachella Valley Brewing Co,Coachella Valley Brewing Company,"{'lat': 33.8265103, 'lng': -116.4014067}",4.7,190
1723,Coal Country Brewing,Coal Country Brewing,"{'lat': 40.4855431, 'lng': -78.7311689}",4.8,39
1724,Coal Creek TAP,Coal Creek TAP,"{'lat': 41.3109894, 'lng': -105.5957587}",4.4,75
1725,Coal Mine Ave Brewing Company,Coal Mine Ave Brewing Company,"{'lat': 39.5962829, 'lng': -105.1068649}",4.6,340
1726,Coal Tipple Brewery Kramer Farms,N/A,N/A,N/A,N/A
1727,Coalfox Brewing Company,Coalfox Brewing,"{'lat': 30.1738296, 'lng': -96.25576629999999}",0,0
1728,Coast Fork Brewing,Coast Fork Brewing - Brewstation and Feed,"{'lat': 43.7959961, 'lng': -123.0616907}",4.7,289
1729,Coastal County Brewing Company,Coastal County Brewing,"{'lat': 30.50966709999999, 'lng': -87.20149579999999}",4.8,131
1730,Coastal Dayz Brewery LLC,Coastal Dayz Brewery,"{'lat': 26.6372172, 'lng': -81.8764537}",4.8,133
1731,Coastal Karma Brewing,Coastal Karma Brewing,"{'lat': 26.7999627, 'lng': -80.0731912}",5,26
1732,Cobblehaus Brewing Company,Cobblehaus Brewing Company,"{'lat': 40.5173093, 'lng': -80.1634309}",4.6,109
1733,Cochran Mill Brewing Company LLC,Cochran Mill Brewing Company,"{'lat': 33.560805, 'lng': -84.58464959999999}",4.8,35
1734,Cocoa Beach Brewing Co,Cocoa Beach Brewing Company,"{'lat': 28.3213539, 'lng': -80.6090777}",4.2,95
1735,Coda Brewing Company,CODA Brewing Co.,"{'lat': 39.735026, 'lng': -105.1785913}",4.6,124
1736,Coddington Brewing Co,N/A,N/A,N/A,N/A
1737,Code Beer Co,Code Beer Company,"{'lat': 40.812335, 'lng': -96.693517}",4.7,150
1738,Cognition Brewing Company,Cognition Brewing Company,"{'lat': 46.4916715, 'lng': -87.6682306}",4.8,94
1739,Cognito Brewing Company,Cognito Brewing Company,"{'lat': 42.3136204, 'lng': -86.11183679999999}",4.5,36
1740,Cogstone Brewing Co,"Cogstone Brewing Company, LLC","{'lat': 38.8800889, 'lng': -104.7554556}",4.6,321
1741,Coho Brewing Co,N/A,N/A,N/A,N/A
1742,Coin Toss Brewing Co,Coin Toss Brewing Company,"{'lat': 45.33207530000001, 'lng': -122.5784436}",4.8,62
1743,Cold Crash Brewing Co,Cold Crash Brewing,"{'lat': 47.562696, 'lng': -122.393864}",4.9,14
1744,Cold Creek Brewery,N/A,N/A,N/A,N/A
1745,Cold Harbor Brewing Company,Cold Harbor Brewing LLC,"{'lat': 42.2740004, 'lng': -71.6250068}",4.8,144
1746,Cold Iron Brewing,Cold Iron Brewing,"{'lat': 46.4544637, 'lng': -90.1703345}",4.7,109
1747,Cold Spring Brewery,Third Street Brewhouse,"{'lat': 45.458854, 'lng': -94.42944349999999}",4.4,79
1748,Cold Springs Inn and Brewing Company,Cold Springs Inn & Brewing Company,"{'lat': 40.1506817, 'lng': -77.0409521}",4.2,264
1749,Cold Water Brewery and Grill,Cold Water Brewery and Grill,"{'lat': 38.9250011, 'lng': -119.9863551}",4.6,554
1750,Coldfire Brewing,ColdFire Brewing Company,"{'lat': 44.05695499999999, 'lng': -123.086259}",4.7,204
1751,Cole Street Brewery,Cole Street Brewery,"{'lat': 47.20385779999999, 'lng': -121.9890402}",4.6,91
1752,Colfax Ale Cellar,Colfax Ale Cellar,"{'lat': 36.9006423, 'lng': -104.4395599}",4.8,65
1753,Collaborative Brewing LLC,Collaborative Brewing,"{'lat': 44.183446, 'lng': -72.83963299999999}",4.5,12
1754,College Street Brewhouse and Pub,College Street Brewhouse & Pub,"{'lat': 34.5073966, 'lng': -114.3471603}",4.6,416
1755,Collision Bend Brewing Co,Collision Bend Brewing Company,"{'lat': 41.4987139, 'lng': -81.703825}",4.4,432
1756,Collision Brewing,Collision Brewing Company & Restaurant,"{'lat': 40.1574403, 'lng': -105.033202}",4.6,768
1757,Colludium Brewery,N/A,N/A,N/A,N/A
1758,Collusion Tap Works,Collusion Tap Works,"{'lat': 39.9616195, 'lng': -76.72384760000001}",4.7,237
1759,Colorado Boy Pizzeria,Colorado Boy,"{'lat': 38.4788581, 'lng': -107.8770559}",4.6,676
1760,Colorado Boy Pub & Brewery,Colorado Boy Pub & Brewery,"{'lat': 38.1523164, 'lng': -107.7577382}",4.6,134
1761,Colorado Farm Brewery,The Colorado Farm Brewery,"{'lat': 37.3999864, 'lng': -106.0010042}",5,67
1762,Colorado Mountain Brewery,Colorado Mountain Brewery,"{'lat': 38.9934479, 'lng': -104.8117366}",4.2,638
1763,Colorado Mountain Brewery At the Roundhouse,Colorado Mountain Brewery,"{'lat': 38.8398974, 'lng': -104.8597466}",4.4,2722
1764,Colorado Plus,Colorado Plus Brew Pub and Taphouse,"{'lat': 39.7696556, 'lng': -105.0742083}",4.6,466
1765,Columbia Craft Brewing Company,Columbia Craft Brewing Company,"{'lat': 33.9922721, 'lng': -81.0416439}",4.8,181
1766,Columbia Kettle Works,Columbia Kettle Works,"{'lat': 40.032531, 'lng': -76.5036329}",4.6,185
1767,Columbia Valley Brewing,Columbia Valley Brewing,"{'lat': 47.4328999, 'lng': -120.3136435}",3.9,104
1768,Columbus Brewing Co,Columbus Brewing Company,"{'lat': 39.967413, 'lng': -83.069273}",4.4,52
1769,Columbus House Brewery,Columbus House Brewery and Tap Room,"{'lat': 36.077209, 'lng': -94.1688791}",4.7,126
1770,Comanche Creek Brewing Co,Comanche Creek Brewery,"{'lat': 36.5808131, 'lng': -105.2657695}",4.6,40
1771,Combustion Brewery & Taproom,Combustion Brewery & Taproom,"{'lat': 39.8851698, 'lng': -82.75482070000001}",4.6,280
1772,Common Bond Brewers LLC,Common Bond Brewers,"{'lat': 32.3773934, 'lng': -86.31360769999999}",4.8,109
1773,Common Roots Brewing Company,Common Roots Brewing Company,"{'lat': 43.2952323, 'lng': -73.63652909999999}",4.6,136
1774,Common Space Brewery,Common Space Brewery and Tasting Room,"{'lat': 33.9166184, 'lng': -118.333472}",4.7,260
1775,Commoners Brewing Company,Buzzed Viking Brewing Company,"{'lat': 35.4596303, 'lng': -80.584981}",4.5,166
1776,Commonhouse Ales,Commonhouse Aleworks,"{'lat': 32.882375, 'lng': -79.97599699999999}",4.7,216
1777,Commonhouse Aleworks,Commonhouse Aleworks,"{'lat': 32.882375, 'lng': -79.97599699999999}",4.7,216
1778,Commonwealth Brewing Co,Commonwealth Brewing Co,"{'lat': 36.913525, 'lng': -76.1318361}",4.6,395
1779,Community Beer Co,Community Beer Co.,"{'lat': 32.7917084, 'lng': -96.8163711}",4.7,245
1780,Community Beer Works,N/A,N/A,N/A,N/A
1781,Community Bruin Company,Community Bruin Co.,"{'lat': 41.6547, 'lng': -71.603509}",3,2
1782,Compadre Brewing,Compadre Brewing,"{'lat': 30.4702644, 'lng': -97.66450499999999}",4.8,58
1783,Company Brewing,Company Brewing,"{'lat': 43.0673, 'lng': -87.901821}",4.5,746
1784,Compass Rose,Compass Rose Brewery,"{'lat': 35.8835748, 'lng': -78.58254840000001}",4.4,293
1785,Component Brewing Co,Component Brewing Company,"{'lat': 43.0070114, 'lng': -87.91064829999999}",4.8,52
1786,Comrade Brewing Company,Comrade Brewing Company,"{'lat': 39.6757025, 'lng': -104.8984164}",4.7,417
1787,Conclave Brewing,Conclave Brewing,"{'lat': 40.530239, 'lng': -74.8524613}",4.8,114
1788,Concord Craft Brewery,Concord Craft Brewing Company,"{'lat': 43.2059974, 'lng': -71.5350265}",4.8,107
1789,Concrete Jungle Brewing Project,N/A,N/A,N/A,N/A
1790,Coney Island Beer,N/A,N/A,N/A,N/A
1791,Confluence Brewing Company,Confluence Brewing Company,"{'lat': 41.5681381, 'lng': -93.6324853}",4.8,335
1792,Conflux Brewing,Conflux Brewing Company,"{'lat': 46.87091359999999, 'lng': -113.9927531}",4.2,208
1793,ConfluxCity Brewing Company,CONFLUXCITY Brewing Company,"{'lat': 42.8714305, 'lng': -84.9038626}",4.8,130
1794,Congregation Ales,N/A,N/A,N/A,N/A
1795,Connecticut Valley Brewing Company,Connecticut Valley Brewing Company,"{'lat': 41.8482089, 'lng': -72.5721983}",4.6,295
1796,Conner Fields Brewing,Conner Fields Brewing,"{'lat': 42.4382295, 'lng': -123.3281955}",4.2,5
1797,Conny Creek Brewing Co,Conny Creek Brewing,"{'lat': 40.6074377, 'lng': -79.67038629999999}",4.9,90
1798,Conshocken King of Prussia,N/A,N/A,N/A,N/A
1799,Conshohocken Brewing Bridgeport,N/A,N/A,N/A,N/A
1800,Conshohocken Brewing Co,N/A,N/A,N/A,N/A
1801,Constellation Brands,N/A,N/A,N/A,N/A
1802,Constellation Brands Craft & Specialty,N/A,N/A,N/A,N/A
1803,Contentment Brewing Company,Contentment Brewing Company,"{'lat': 37.6479551, 'lng': -121.0091844}",4.9,34
1804,Contrary Brewing Co,Contrary Brewing Co,"{'lat': 41.4185425, 'lng': -91.0487541}",4.8,114
1805,Contrast Artisan Ales,Contrast Artisan Ales,"{'lat': 33.8947277, 'lng': -84.29777829999999}",4.9,102
1806,Conversion Brewing,Conversion Brewing,"{'lat': 44.5380533, 'lng': -122.9068912}",4.7,222
1807,Conyngham Brewing Company,Conyngham Brewing Company,"{'lat': 40.9924303, 'lng': -76.0585366}",4.9,37
