type,location_name,region,latitude,longitude
Micro,Figueroa Mountain Brewing Co Westlake Village,CA,34.147389,-118.795581
Micro,Fin City Brewing Hoopers Crab House,MD,38.335137,-75.098626
,Final Gravity Brewing Company,MI,42.29342,-85.583009
Micro,Finback Brewery,NY,40.706641,-73.873531
Micro,Finch Beer Company,IL,41.886287,-87.672144
Micro,Finkel & Garf Brewing Co,CO,40.07404,-105.202871
Micro,Firefly Hollow Brewing Co,CT,41.676979,-72.945678
Micro,Firestone Walker Barrelworks,CA,34.620038,-120.187615
Micro,Firetrucker Brewery,IA,41.729991,-93.609822
Micro,First Magnitude Brewing Company,FL,29.639804,-82.32472
Micro,First and Main Brew LLC,AK,55.47562,-133.154329
Micro,Fish Brewing Company,WA,47.043847,-122.895847
Micro,Fisher Brewing Company,UT,40.752161,-111.900436
Micro,Five & 20 Spirits and Brewing,NY,42.334665,-79.556593
Micro,Five Boroughs Brewing Co,NY,40.650604,-74.01448
Micro,Five Dons Brewing Co,WA,46.134546,-122.932384
Micro,Flathead Lake Brewing Co,MT,48.06432,-114.083553
Micro,Flathead Lake Brewing Co,MT,48.064217,-114.08362
Micro,Flight Deck Brewing,ME,43.899133,-69.927385
Micro,Flix Brewhouse Frisco Little Elm,TX,33.156843,-96.891797
Micro,Floodland Brewing,WA,47.652951,-122.34349
Micro,Flying Belgian Brewery,NY,40.628914,-73.652762
Micro,Flying Bison Brewing Co,NY,42.875819,-78.845776
Micro,Flying Man Brewing Company,TX,30.402055,-97.628393
Micro,Flying Tiger Brewery,LA,32.50638,-92.119704
Micro,Foam Brewers,VT,44.479139,-73.219991
Micro,Focal Beer Cafe,FL,25.8413,-80.18887
Micro,Foley Brothers Brewing Co,VT,43.811662,-73.076515
Micro,Folklore Brewing & Meadery,AL,31.150173,-85.395485
,Folksbier,NY,40.678171,-74.001176
Micro,Fonta Flora Brewery,NC,35.747513,-81.690693
Micro,Fonta Flora Brewery At Whipoorwill Farm,NC,35.759281,-81.905704
Micro,Foolproof Brewing Company,RI,41.870301,-71.408192
Micro,Foothills Brewing and Beverage Co,WA,47.329133,-122.004087
Micro,Fordham and Dominion Brewing Company,DE,39.153625,-75.488258
Micro,Fore River Brewing Company,ME,43.632636,-70.287708
,Fore River Brewing Company Production Brewery,ME,43.626558,-70.282921
Micro,Forgotten Boardwalk Brewing,NJ,39.912235,-74.969178
Micro,Fort Hill Brewery,MA,42.281249,-72.640176
Micro,Fort Myers Brewing Co,FL,26.561708,-81.743004
Micro,Fort Orange Brewing,NY,42.667141,-73.74329
Micro,Foundation Brewing Company,ME,43.702886,-70.320224
Micro,Fountain Square Brewing Co,IN,39.749696,-86.140497
,Four Bullets Brewery,TX,32.959189,-96.726097
Micro,Four Eyed Guys Brewing,WA,47.706876,-117.455635
Micro,Four Mile Brewing,NY,42.073217,-78.427489
Micro,Four Quarters Brewing Co,VT,44.490626,-73.192446
,Four Sons Brewing Production,CA,33.695016,-118.000237
Taproom,Four Sons Brewing Production,CA,33.695016,-118.000237
Micro,Fox Brewing,IA,41.568708,-93.718443
Micro,Fox Farm Brewery,CT,41.484308,-72.267415
Micro,Franconia Brewing Co,TX,33.213488,-96.609007
Micro,Fredonia Brewery LLC,TX,31.603713,-94.651625
,Free State Brewing Co Production,KS,38.948798,-95.22659
Micro,Free Will Brewing Company,PA,40.365289,-75.288128
Micro,Freehand Brewery,OR,44.027704,-123.072677
,Freehouse Brewery,SC,32.842162,-80.002364
Micro,Freeport Brewing Co,ME,43.647698,-70.232706
Micro,Freetail Brewing Co,TX,29.401609,-98.482228
Micro,Freetail Brewing Co Brewpub,TX,29.601723,-98.561322
Micro,Fremont Brewing West,WA,47.663302,-122.367413
Micro,French Broad River Brewing Co,NC,35.566493,-82.537396
Micro,Frey's Brewing Company,MD,39.470639,-77.203488
,Friends and Allies Brewing Company,TX,30.262513,-97.696086
Micro,Front Street Brewery IA,IA,41.520478,-90.572191
Micro,Frost Beer Works,VT,44.335445,-73.108991
Micro,Frothy Beard Brewing Co,SC,32.812963,-79.998503
Micro,Fulbrook Ale Works,TX,29.611913,-95.743767
Micro,Full Circle Brewing Co,CA,36.727069,-119.79068
Micro,Fullsteam Brewery,NC,36.003388,-78.899646
Micro,Fulton Beer,MN,44.984908,-93.279224
Micro,Funhouse Brews,OR,45.579461,-122.700189
Micro,Funk Brewing Company,PA,40.532901,-75.495542
Micro,Funkwerks,CO,40.583118,-105.042402
Micro,Funky Bow Brewery & Beer Company,ME,43.486041,-70.603073
Micro,Funky Turtle Brewing Company,OH,41.69262,-83.559476
Micro,G Man Brewery G Man Sports Bar,OR,45.383889,-122.759698
Micro,Garrett's Mill and Brewing Company,OH,41.284005,-81.097091
Micro,Gateway Brewing Inc,OR,45.523916,-122.525772
Micro,Geaghan Brothers Brewing Co,ME,44.781319,-68.771844
Micro,Geaghan's Pub & Craft Brewery,ME,44.786718,-68.777503
Micro,Gezellig Brewing Company,IA,41.701952,-93.057834
Micro,Gholson Brewing LLC,TX,31.713679,-97.231987
Micro,Ghost River Brewing,TN,35.124963,-90.059491
Micro,Ghost Train Brewing Co,AL,33.514509,-86.793803
Micro,Ghostfish Brewing Company,WA,47.576192,-122.33369
,Gig Harbor Brewing,WA,47.227689,-122.477348
Micro,Gigantic Brewing Co,OR,45.485009,-122.639445
,Gilded Skull Brewing & Blending,MA,42.482547,-71.147577
Micro,Gilgamesh Brewing Co,OR,44.90642,-123.019497
Micro,Ginger's Revenge,NC,35.614532,-82.574673
Micro,Gizmo Brew Works,NC,35.896503,-78.744019
Micro,Glacier Brewing Co,MT,47.68596,-114.162761
Micro,Glasstown Brewing,NJ,39.372594,-75.071973
Micro,Glenmere Brewing Co Inc,NY,41.335387,-74.360794
Micro,Gnarly Barley Brewing,LA,30.496964,-90.479085
Micro,Goat Island Brewing,AL,34.140956,-86.819611
Micro,Golden Fox Brewing LLC,IL,39.875234,-88.931164
Micro,Goliad Brewing Company,TX,28.691228,-97.40064
,Good Measure Brewing Co,VT,44.148902,-72.655699
Micro,Good Nature Farm Brewery,NY,42.806633,-75.546973
Micro,GoodWater Brewery,VT,44.445611,-73.126825
Micro,Goodwood Brewing Co,KY,38.254444,-85.740144
Micro,Goose Island Barrel House,IL,41.891653,-87.700537
Micro,Grand Armory Brewing Co,MI,43.063345,-86.231665
Micro,Grand Armory Brewing Production Facility,MI,43.040627,-86.199327
Micro,Grand Canyon Brewing Company,AZ,35.251587,-112.196182
Micro,Grand Teton Brewing,ID,43.592765,-111.102377
Micro,Grand Traverse Brewing Company,MI,44.714716,-85.623731
Micro,Gray Brewing Co,WI,42.679721,-89.05049
Micro,Grayton Beer Company,FL,30.342719,-86.06773
Micro,Great Basin Brewing Co Taps & Tanks Production Brewery,NV,39.494189,-119.748923
Micro,Great Central Brewing Company,IL,41.885918,-87.671652
Micro,Great Divide Brewing Co RiNo Barrel Bar,CO,39.770264,-104.979343
Micro,Great Flats Brewing,NY,42.812422,-73.938148
Micro,Great Flood Brewing,KY,38.224661,-85.694607
Micro,Great Flood Brewing Production Facility,KY,38.229056,-85.745121
Micro,Great North Aleworks,NH,42.977565,-71.400439
Micro,Great Raft Brewing,LA,32.488575,-93.756183
Micro,Great Rhythm Brewing Co,NH,43.07348,-70.770193
Micro,Great South Bay Brewery and Tasting Room,NY,40.76107,-73.263234
Micro,Green Bench Brewing Co,FL,27.771708,-82.650656
Micro,Green Cheek Beer Company,CA,33.825521,-117.86403
Micro,Green Cheek Beer Company Costa Mesa,CA,33.678732,-117.888222
,Green Empire Brewing,VT,44.503737,-73.1528
Micro,Green Man Brewing Co,NC,35.588593,-82.553022
Micro,Green Room Brewing,FL,30.29069,-81.392633
Micro,Greenbrier Valley Brewing Company,WV,37.863677,-80.39856
,Greenbush Annex,MI,41.885322,-86.594199
Micro,Greenbush Brewing Co,MI,41.88574,-86.594571
Micro,Greenpoint Beer,NY,40.737689,-73.955154
Micro,Greenport Harbor Brewing,NY,41.103616,-72.358644
Micro,Greenport Harbor Brewing Co LLC,NY,41.041449,-72.45458
Micro,Grey Sail Brewing Co LLC,RI,41.384922,-71.832284
Micro,Grid City Beer Works,UT,40.725054,-111.900793
Micro,Griesedieck Brothers Brewery,MO,38.711234,-90.238541
,Griffin Claw Brewing Co,MI,42.543474,-83.195484
Micro,Griffin Claw Brewing Co Think Tank,MI,42.647136,-83.17
Micro,Grimm Artisanal Ales,NY,40.714276,-73.936519
Micro,Grist Brewing Company Lone Tree,CO,39.554828,-104.878974
Micro,Groundswell Brewing Co,CA,32.830812,-116.97639
Micro,Guadalupe Brewing Company,TX,29.876249,-98.206105
Micro,Gun Craft Beer,IL,42.185171,-88.179989
Micro,Gun Hill Brewing Co,NY,40.872119,-73.855931
Micro,Gunpowder Falls Brewing Co,PA,39.755506,-76.661911
Micro,Gunwhale Ales,CA,33.678847,-117.887151
Micro,Gunwhale Ales Orange,CA,33.795454,-117.868327
Micro,Gypsy Brewing Company,MD,38.601889,-76.588021
Micro,HOOTS Beer Co,NC,36.103908,-80.259194
,Haas Innovations Brewing LLC,WA,46.617213,-120.531678
,Haint Blue Brewing Company,AL,30.684933,-88.051444
Micro,Hale's Ales Brewery and Pub,WA,47.659053,-122.365259
,Half Acre Beer Co,IL,41.979958,-87.681472
Micro,Half Barrel Brewing Co,PA,40.862863,-75.654357
Micro,Half Batch Brewing,TN,36.311837,-86.588343
Micro,Half Full Brewery,CT,41.039524,-73.549878
Micro,Hamburg Brewing Company,NY,42.711017,-78.802927
Micro,HammerHeart Brewing Company,MN,45.189069,-93.107116
Micro,Hangar 24 Craft Brewery,CA,34.083096,-117.14183
Micro,Happy Hippie Brewing Company,TX,32.932429,-97.074629
Micro,Hardywood Park Craft Brewery West Creek,VA,37.615653,-77.652316
Micro,Hare In the Forest,CA,39.34256,-123.098478
Micro,Harland Brewing Company,CA,32.901984,-117.10729
Micro,Harvest Moon Brewing,MT,47.384971,-110.929479
Micro,Haw River Farmhouse Ales,NC,35.946711,-79.319139
Micro,Heater Allen Brewery,OR,45.214626,-123.188817
,Hedgehog Brewing,TX,30.515247,-97.877241
Micro,Heist Brewery & Barrel Arts,NC,35.249784,-80.83287
Micro,Hellbender Brewing Company,DC,38.960224,-77.005246
,Helltown Brewing,PA,40.421338,-79.635444
Micro,Hemauer Brewing Company,PA,40.078102,-77.009711
,HenHouse Brewing,CA,38.400827,-122.725517
,Henhouse Brewing Company Palace of Barrels,CA,38.272148,-122.663882
Micro,Henniker Brewing Company LLC,NH,43.177335,-71.780538
Micro,Henry And Fran Brewing,MA,42.391356,-71.81025
Micro,Heretic Brewing Company,CA,38.273644,-122.015442
Micro,Heritage Brewing Co,VA,38.75196,-77.489693
Micro,Hermit Thrush Brewery LLC,VT,42.853426,-72.559484
Micro,Hermitage Brewing Company,CA,37.312979,-121.867363
Micro,Hi Sign Brewing,TX,30.226707,-97.680147
,Hi Wire Brewing Taproom,NC,35.991169,-78.890125
Micro,HiDef Brewing,CA,34.039369,-118.262684
Taproom,HiDef Brewing,CA,34.039369,-118.262684
,HiJinx Brewing Co,PA,40.593788,-75.472891
Micro,Hidden Springs Ale Works,FL,27.959311,-82.459956
Micro,Hideaway Brewing Co,WA,47.320385,-122.092453
Micro,High Cotton Brewing,TN,35.141084,-90.041142
,High Ground Brewing,WV,39.444118,-79.546739
Micro,High Hops Brewery,CO,40.480735,-104.935612
Micro,High Point Brewing Co Inc,NJ,41.002068,-74.341811
Micro,Highholder Brewing Company,WI,43.993482,-88.542686
Micro,Highway Manor Brewing Co,PA,40.230229,-76.920332
Micro,Hill Farmstead Brewery,VT,44.606631,-72.263439
Micro,Hilo Brewing CO,HI,19.706151,-155.069195
Micro,Hinterland Brewery,WI,44.503359,-88.064599
Micro,Historic Brewing Company,AZ,35.218342,-111.586251
Micro,Hodad's Brewing Company,CA,32.808909,-117.12006
Micro,Hog Island Beer Company,MA,41.782948,-70.000632
Micro,Hoh River Brewery,WA,47.025799,-122.934061
Micro,Hold Fast Brewing,MO,37.209885,-93.286969
,Holidaily Production Facility,CO,39.780622,-105.233971
Micro,Hollywood Brewing Co,FL,26.039905,-80.166197
Micro,Holy City Brewing,SC,32.852475,-80.002491
Micro,Holy City Brewing Production,SC,32.872521,-79.978535
Micro,Holy Craft Brewing Co,CA,37.797262,-122.410083
,Holyoke Craft Beer,MA,42.20217,-72.605676
Micro,Homer Brewing Co,AK,59.640129,-151.506449
Micro,Homer Hops Brewing,NY,42.63895,-76.227241
Micro,Homestead Beer Co,OH,40.019471,-82.474459
Micro,Honky Tonk Brewing Co,TN,36.194832,-86.788731
Micro,Hoof Hearted Brewing,OH,40.366597,-82.817524
,Hop Butcher For the World,IL,41.734431,-87.970111
Micro,Hop Farm Brewing Co,PA,40.484624,-79.948092
Micro,Hop Nation Brewing Company,WA,46.602651,-120.509707
Micro,Hop Nuts Brewing,NV,36.157849,-115.153987
,HopFly Brewing Company,NC,35.959196,-77.801665
Micro,Hopewell Brewing Co,IL,41.931158,-87.711341
Micro,Hoppin' Frog Brewing,OH,41.024613,-81.467666
Micro,Hoppy Brewing Co,CA,38.582699,-121.504587
Micro,Hops & Grain Brewing,TX,30.258445,-97.711558
Micro,Hoptown Brewing,NC,35.627661,-80.819117
Micro,Hopvine Brewing Company,IL,41.759783,-88.219126
Micro,Hopworks Urban Brewery,OR,45.496862,-122.634819
Micro,Horse & Dragon Brewing Company,CO,40.589688,-105.045573
,House of Fermentology,VT,44.457964,-73.214833
,Howling Henry's Brewery,PA,40.26624,-76.716767
Micro,Hudson Valley Brewery,NY,41.501654,-73.963064
,Huff Brewing Company LLC,TX,29.943868,-96.189784
,Hugger Mugger Brewing Company,NC,35.478886,-79.178828
Micro,Humble Monk Brewing Co,OH,39.159818,-84.541199
,Humdinger Brewing,CA,35.123136,-120.579888
Micro,Hunter Gatherer Brewery Taproom,SC,33.97661,-81.001853
Micro,Hutton & Smith Brewing Company,TN,35.076653,-85.256984
Micro,Hwy 14 Brewing Co,NE,41.692195,-98.001367
Micro,Icewind Brewing,ND,46.881026,-97.046308
,Icicle Brewing Company Production,WA,47.603738,-120.649051
Micro,Idylwilde Brewing,CO,39.422398,-107.097626
Micro,Illuminated Brew Works,IL,41.889476,-87.650762
Micro,Indian Joe Brewing,CA,33.169451,-117.220422
Micro,Indian Joe Brewing,CA,33.152156,-117.22801
Micro,Indian Wells Brewing Co,CA,35.667275,-117.872798
Micro,Infamous Brewing,TX,30.406819,-97.925904
Micro,Infusion Brewing Company,NE,41.284826,-96.007913
Micro,Infusion Brewing Company,NE,41.195891,-96.093605
,Insight Brewing Company,MN,44.991914,-93.212946
Micro,Integrity Brewing Company,OR,45.464466,-122.888826
Micro,Intuition Ale Works,FL,30.323485,-81.644691
,Intuition Ale Works Production Facility,FL,30.317802,-81.697078
Micro,Invisible Man Brewing,PA,40.301493,-79.545108
Micro,Iowa Brewing,IA,41.974325,-91.661704
Micro,Ipswich Ale Brewery,MA,42.680941,-70.841518
Micro,Iron Duke Brewing Co,MA,42.155,-72.478171
Micro,Iron Flamingo Brewery,NY,42.155159,-77.056425
Micro,Iron Monk Brewing Company,OK,36.116051,-97.059672
Micro,Ironfire Brewing Company,CA,33.511893,-117.177977
Micro,Ironmonger Brewing,GA,33.920835,-84.490115
Micro,Irwin Brewing Company,CO,38.866687,-106.984731
Micro,Islamorada Beer Company,FL,24.924173,-80.627967
Micro,Islamorada Beer Company,FL,27.484493,-80.356848
Micro,Island City Brewing Company,MN,44.053683,-91.634648
Micro,Island Hoppin' Brewery,WA,48.70256,-122.914767
Micro,Isley Brewing Company,VA,37.568919,-77.468405
Micro,J Wakefield Brewing,FL,25.799593,-80.197556
Micro,JAFB Wooster Brewery,OH,40.799501,-81.934683
Micro,JDub's Brewing Co,FL,27.348902,-82.525464
Micro,JRH Brewing,TN,36.311597,-82.355405
Micro,Jackalope Brewing Company LLC,TN,36.150395,-86.779489
Micro,Jackie O's Brewery,OH,39.331554,-82.090516
Micro,Jailbreak Brewing Company,MD,39.124144,-76.82309
Micro,Jamul Brewing Co Production Only,CA,32.709914,-116.877561
Micro,Jekyll Brewing,GA,34.086183,-84.247232
Micro,Jellyfish Brewing Company,WA,47.54877,-122.320185
Micro,Jeremiah Johnson Brewing Company,MT,47.510131,-111.315948
Micro,Jersey Girl Brewing Company,NJ,40.857376,-74.777756
Micro,Johnnie Byrd Brewing Company,NE,42.230013,-97.018872
Micro,Jolly Pumpkin Artisan Ales,MI,42.323687,-83.878352
Micro,Jolly Pumpkin Restaurant and Taphouse,MI,42.486663,-83.14378
Micro,Jolly Pumpkin Restaurant Brewery & Distillery,MI,44.886157,-85.528272
Micro,Jolly Roger Brew,NC,35.586528,-80.865857
Micro,Jughandle Brewing Co LLC,NJ,40.236465,-74.078245
Micro,Julius Lehrkind Brewing,MT,45.697152,-111.033211
Micro,Kansas Territory Brewing,KS,39.816965,-97.050955
Micro,Karben4 Brewing,WI,43.126209,-89.325834
Micro,Kassik's Brewery,AK,60.66337,-151.30905
Micro,Kaweah Brewing Co,CA,36.193496,-119.332175
Micro,Keegan Ales,NY,41.931499,-74.011885
Micro,Keel Farms Agrarian Ale Cider,FL,28.047383,-82.187654
Micro,Kenai River Brewing Co,AK,60.484594,-151.057266
Micro,Kent Falls Brewing Company,CT,41.689254,-73.38652
Micro,Kernersville Brewing Company,NC,36.114765,-80.051511
Micro,Kernersville Brewing Company,NC,36.121792,-80.072162
Micro,Ketch Brewing,CA,32.813245,-117.155321
Micro,Kettell Beerworks,NC,36.166085,-81.86421
Micro,KettleHouse Brewing Co Bonner Brewery,MT,46.875703,-113.861386
Micro,KettleHouse Brewing Co Southside,MT,46.865565,-113.998761
Micro,Keweenaw Brewing Co Production Facility,MI,47.073111,-88.63939
,Key Brewing Co,MD,39.244562,-76.462259
Micro,Kiitos Brewing,UT,40.754556,-111.9086
Micro,Kills Boro Brewing Company,NY,40.636461,-74.077439
Micro,Kindred Beer,OH,40.005676,-82.864681
Micro,King Harbor Brewing Co,CA,33.865895,-118.35605
Micro,King Street Brewing Co,AK,61.139182,-149.879489
Micro,Kings & Convicts Brewing,IL,42.205701,-87.811748
Micro,Kings Bluff Brewery,TN,36.529564,-87.353406
Micro,Kings County Brewers Collective,NY,40.706075,-73.923716
Micro,Kinkaider Brewing Co,NE,41.423309,-99.660848
Micro,Kith and Kin Fermentation,OR,43.107666,-123.559292
Micro,Koehler Brewing Co,PA,41.160687,-80.080748
Micro,Kraemer & Kin,VT,44.690157,-73.329871
Micro,Krebs Brewing Co Choc Beer Co,OK,34.92592,-95.72475
Micro,Krebs Brewing Co The Big House,OK,34.924146,-95.825825
Micro,Kros Strain Brewing Company,NE,41.171718,-96.075759
Micro,Kuhnhenn Clinton Township,MI,42.562187,-82.916793
Micro,Kulshan Brewing Co,WA,48.760153,-122.464441
Micro,Kulshan Brewing K2,WA,48.757406,-122.453592
Micro,LIC Beer Project,NY,40.768709,-73.873249
Micro,La Quinta Brewing Co,CA,33.764747,-116.305304
Micro,LaGrow Organic Beer Co,IL,41.981005,-87.675952
Micro,Labatt Brew House,NY,42.875354,-78.874444
Micro,Labyrinth Forge Brewing Company,OR,45.550077,-122.588127
Micro,Lager Heads Brewing Co,OH,41.136399,-81.869221
Micro,Lake Austin Ales,TX,30.515094,-97.877118
Micro,Lake George Beer Hub,NY,43.34349,-73.686256
Micro,Lake Time Brewery,IA,43.137054,-93.378371
,Lake Tribe Brewing,FL,30.465796,-84.352439
Micro,Lake of the Woods Brewing Company,MN,48.904464,-95.316599
Micro,Lakewood Brewing Co,TX,32.889883,-96.680931
Micro,Lamplighter Brewing Co,MA,42.367973,-71.097871
Micro,Lancaster Brewing Co,PA,40.043683,-76.298294
Micro,Land Grant Brewing Company,OH,39.957697,-83.011474
,Lanikai Brewing Co,HI,21.390944,-157.742143
Micro,Last Minute Brewing,PA,41.536007,-75.632486
Micro,Last Stand Brewing Company,TX,30.235121,-98.010357
,Laughing Crow Beer,NH,42.896455,-71.608225
Micro,Laughing Dog Brewing,ID,48.304667,-116.541703
Micro,Laughing Monk Brewing,CA,37.722694,-122.393763
Micro,Laughing Sun Brewing,ND,46.803802,-100.776048
Micro,Laurel Highlands Brewing,PA,39.909868,-79.718461
Micro,Lawson's Finest Liquids,VT,44.187876,-72.835247
Micro,Lawson's Finest Liquids Warren,VT,44.106166,-72.891921
Micro,Lazy Boy Brewing,WA,47.90821,-122.221441
Micro,Lazy Magnolia Brewery,MS,30.376751,-89.449166
,Lazy Mountain Brewing Company,AK,61.643499,-149.049126
Micro,Lead Dog Brewing,NV,39.531513,-119.808511
Micro,Left Coast Brewing Co,CA,33.457618,-117.588854
Micro,Legal Draft Beer Company,TX,32.738268,-97.102556
Micro,Legend Brewing Co,VA,37.526704,-77.442989
Micro,Legends Craft Brewery,CA,33.816554,-117.898936
Micro,Leikam Brewing,OR,45.522606,-122.603971
,Lena Brewing Company,IL,42.357294,-89.7983
Micro,Levante Brewing Company,PA,39.948995,-75.587894
Micro,Lewis & Clark Brewing Co,MT,46.600129,-112.021801
Micro,Liambru Tasty LLC,VT,43.659999,-73.029469
Micro,Liberator Brewing Company,ME,44.100278,-69.109634
,Liberty Street Brewing Production Facility,MI,42.368554,-83.402191
Micro,Lickinghole Creek Craft Brewery,VA,37.744044,-78.009833
Micro,Lift Bridge Brewery,MN,45.039209,-92.831762
,Lightning Brewery,CA,32.935768,-117.043354
Micro,Lindgren Craft Brewery,PA,40.390646,-77.070773
Micro,Liquid Gravity Brewing Company,CA,35.244109,-120.645757
Micro,Liquid Love Brewing,IL,42.171921,-87.931566
Micro,Little Beast Brewing,OR,45.408927,-122.544432
Micro,Little Dog Brewing Co,NJ,40.202141,-74.022459
Micro,Little Harpeth Brewing Co,TN,36.174166,-86.776351
Micro,Little Thistle Brewing,MN,44.036935,-92.495171
Micro,Lively Beerworks,OK,35.4635,-97.526498
Micro,Lo Fi Brewing,SC,32.83386,-79.953568
Micro,Local Craft Beer Tehachapi,CA,35.136599,-118.454808
Micro,Lochiel Brewing,AZ,33.392378,-111.676867
Micro,Lock 32 Brewing Company,NY,43.091867,-77.512858
Micro,Logboat Brewing Co,MO,38.957299,-92.32234
Micro,Logsdon Farmhouse Ales,WA,45.578255,-122.351973
Taproom,Logsdon Farmhouse Ales,WA,45.578255,-122.351973
Micro,Logyard Brewing,PA,41.664004,-78.813196
Micro,Lolo Peak Brewing Company,MT,46.765851,-114.082893
Micro,Lone Mountain Farms,ID,47.908761,-116.81011
Micro,Lone Pine Brewing Company,ME,43.670072,-70.255852
Micro,Lone Pint Brewery,TX,30.208959,-95.751269
Micro,Long Ireland Brewing Co,NY,40.919745,-72.673711
Micro,Long Wooden Spoon Brewing,TX,35.14312,-101.881953
Micro,Loomis Basin Brewing Co,CA,38.83192,-121.190549
Micro,Loophole Brewing,MA,42.184535,-72.63557
Micro,Loowit Brewing,WA,45.625212,-122.673704
Micro,Lore Brewing Co,SC,35.004176,-80.879913
Micro,Lorelei Brewing Co,TX,27.674315,-97.279273
Micro,Lost Bear Brews,WA,47.867189,-122.16044
,Lost Nation Brewing,VT,44.569978,-72.603032
Micro,Lost Rhino Brewing Co,VA,39.016307,-77.475321
,Lost Tourist Brewing,CT,41.538528,-72.780598
Micro,Loveland Aleworks,CO,40.395341,-105.077356
Micro,LuPine Brewing Co,MN,45.042757,-93.788956
Micro,Lucette Brewing Co,WI,44.875278,-91.940013
Micro,Lucky Bucket Brewing Co,NE,41.169708,-96.099679
Micro,Lucky Girl Brewing Co Crossroads,MI,42.303727,-85.879307
Micro,Lugan's Brewing,IL,41.513788,-88.133459
Micro,Lumberyard Brewing Co Taproom and Grille,AZ,35.196608,-111.64926
Micro,Lupulin Brewing,MN,45.331663,-93.739703
Micro,Lynnwood Brewing Concern,NC,35.808948,-78.621264
Micro,M I A Beer Co,FL,25.804115,-80.36596
Micro,M Special Brewing Company,CA,34.432802,-119.868525
Micro,Mad Malts Brewery & Tap Room,AL,34.746319,-86.585251
Micro,Mad River Brewing Co,CA,40.878965,-123.99248
Micro,Mad K Brewery,PA,41.060578,-77.634673
Micro,MadCap Brew Co,OH,41.138768,-81.372782
,Madcow Brewing Co,OR,45.520847,-122.491898
Micro,MadeWest Brewing Company,CA,34.255926,-119.237473
Micro,Madison River Brewing Co,MT,45.770799,-111.167383
Micro,Magnify Brewing Company,NJ,40.861828,-74.318575
Micro,Magnolia Dogpatch,CA,37.757782,-122.387792
Micro,Main Street Brewing Inc Turonis Pizza,IN,37.981531,-87.564026
Micro,Mainstay Independent Brewing Co,PA,39.962402,-75.135923
Micro,Mammoth Brewing Company,CA,37.651212,-118.983207
Micro,Mammoth Brewing Company,CA,37.648766,-118.983504
Micro,Manfish Brewing,WA,47.425466,-121.973318
Micro,Manifest Beer Company,OR,44.051556,-123.093107
Micro,Mankato Brewery,MN,44.182274,-94.014359
Micro,Manor Hill Brewing,MD,39.250344,-76.885044
Micro,Marblehead Brewing Company,MA,42.501268,-70.856941
Micro,Mare Island Brewing Co Coal Shed Brewery,CA,38.103708,-122.272297
Micro,Maritime Pacific Brewing Co,WA,47.66267,-122.371763
Micro,Market Garden Brewery,OH,41.486446,-81.702876
Micro,Market Garden Brewery,OH,41.485053,-81.703447
Micro,Marshall Brewing Co LLC,OK,36.151689,-95.965138
Micro,Martin City Brewing Company,MO,38.88275,-94.590138
Micro,Martin City Brewing Company,MO,38.882737,-94.589854
Micro,Martin House Brewing Company,TX,32.763622,-97.31008
,Marz Community Brewing,IL,41.82782,-87.659761
Micro,Mason Jar Lager Co,NC,35.595434,-78.795197
Micro,Mason's Brewing Company,ME,44.791705,-68.769493
Micro,Mast Landing Brewing Company,ME,43.676483,-70.369584
Micro,Matanuska Brewing Company,AK,61.601197,-149.110089
Micro,Matchless Brewing,WA,46.970791,-122.884649
Micro,Mayday Brewery,TN,35.83998,-86.3965
Micro,Mayflower Brewing Co,MA,41.949525,-70.711063
Micro,Mayhew Junction Brewing Company,MS,33.453094,-88.81898
Micro,McCall Brewing Co,ID,44.908863,-116.097003
Micro,Edgefield Brewery,OR,45.537116,-122.406566
,Meadowlark Brewing,MT,47.71468,-104.157759
Micro,Meddlesome Brewing Company,TN,35.141413,-89.80382
Micro,Melvin Brewing Co Thai Me Up,WY,43.478626,-110.761109
Micro,Memphis Made Brewing Company,TN,35.125002,-89.99024
Micro,Merrimack Ales,MA,42.625543,-71.297982
Micro,Metazoa Brewing Co,IN,39.769326,-86.19338
Micro,Metazoa Brewing Co,IN,39.764059,-86.14607
Micro,Metropolitan Brewing,IL,41.937578,-87.691316
Micro,Middle Ages Brewing Co Ltd,NY,43.051257,-76.161601
Micro,Middle Brow Beer Company,IL,41.917778,-87.698959
Micro,MiddleCoast Brewing Company,MI,44.763342,-85.616861
Micro,Midnight Brewery,VA,37.69843,-77.665922
Micro,Midnight Sun Brewing Co,AK,61.147358,-149.844481
Micro,Miel Brewery & Taproom,LA,29.920574,-90.080063
Micro,Mighty Squirrel,MA,42.387509,-71.201172
,Migration Brewing Co,OR,45.539744,-122.474479
Micro,Migration Brewing Co,OR,45.526237,-122.636344
Micro,Mike Hess Brewing,CA,32.747708,-117.128528
Micro,Mikerphone Brewing,IL,42.029748,-87.96753
Micro,Mikkeller Brewing San Diego,CA,32.892368,-117.144772
Micro,Milford Point Brewing Company,CT,41.237284,-73.019805
Micro,Mill Creek Brewing Co,TN,35.95562,-86.666575
Micro,Millstream Brewing Co,IA,41.796692,-91.865601
Micro,Milwaukee Brewing Company,WI,43.04537,-87.922132
Micro,Mirage Beer Co,WA,47.530316,-122.323295
Micro,Mispillion River Brewing,DE,38.931251,-75.451031
Micro,Mission Brewery,CA,32.707186,-117.151552
Micro,Missoula Brewing Company,MT,46.904842,-114.045055
