type,location_name,region,latitude,longitude
Brewpub,Pour Haus Brewery,IN,37.947942,-86.770776
Brewpub,Pour House,KS,37.685664,-97.328998
Brewpub,Pour Mans Brewing Company,PA,40.178085,-76.195895
Brewpub,Powerhouse Restaurant and Brewery,WA,47.191664,-122.287943
Brewpub,Prairie Brewpub,OK,36.159106,-95.993864
,Prairie Street Brewing Co,IL,42.273036,-89.087614
Brewpub,Pratt Street Ale House,MD,39.286591,-76.618154
Brewpub,Precarious Beer Hall,VA,37.269877,-76.705956
Brewpub,Precarious Beer Project,VA,37.272899,-76.708479
Brewpub,Prescott Brewing Co,AZ,34.542194,-112.469616
Brewpub,Prestonrose Farm and Brewing Co,AR,35.286534,-93.5568
Brewpub,Primal Brewery Belmont,NC,35.245055,-81.035433
,Primeval Brewing,IN,40.046777,-86.012537
Brewpub,Prince Michel Vineyard and Winery,VA,38.436501,-78.154229
Brewpub,Prison Brews,MO,38.568698,-92.161505
Brewpub,Prison Hill Brewing Co,AZ,32.722914,-114.618267
Brewpub,Prodigal Son Brewery and Pub The,OR,45.673238,-118.784784
Brewpub,Progression Brewing Company,MA,42.318396,-72.627267
Brewpub,Prohibition Brewing,CA,33.230469,-117.22661
Brewpub,Prohibition Pig,VT,44.337014,-72.756218
Brewpub,Prohibition Pig,VT,44.337153,-72.756053
Brewpub,Proper Brewing Co,UT,40.750795,-111.889731
Taproom,Proper Brewing Co,UT,40.750795,-111.889731
Brewpub,Proper Little Pub,PA,40.600799,-75.498296
Brewpub,Prosper Brewing,NY,43.023829,-78.877654
Brewpub,Protagonist Beer,NC,35.247003,-80.805972
Brewpub,Provincetown Brewing Co,MA,42.053458,-70.185631
Brewpub,Public House Kitchen and Brewery,VA,38.751351,-77.472696
Brewpub,Pug Ryan's Brewing Company,CO,39.628103,-106.046588
Brewpub,Pumphouse Brewery and Restaurant,CO,40.16876,-105.102054
Brewpub,Put In Bay Brewing Co,OH,41.65201,-82.820185
Brewpub,Quantum Brewing Co,CA,32.830604,-117.13923
Brewpub,Quarter Barrel Arcade,IA,41.980859,-91.663249
Brewpub,Quarter Celtic Brewpub,NM,35.088566,-106.585083
Brewpub,Quattro Goombas Brewery,VA,38.985967,-77.617382
Brewpub,Quick Trigger Brewing Company,NC,36.285997,-76.986546
Brewpub,Quigley's Pint and Plate,SC,33.485037,-79.100408
Brewpub,Quintopia Brewing Co,CA,39.936952,-120.948715
Brewpub,R Shea Brewing Canal Place,OH,41.070651,-81.527793
Brewpub,R S Taylor & Sons Brewery,NY,43.259428,-73.375899
Brewpub,RG Brewery Five Sons Winery,NY,43.151744,-77.985867
Brewpub,Racing City Brewing Company,NY,43.093176,-73.757368
Brewpub,Rad Brewing Co,IN,39.772793,-86.138584
Brewpub,Radicle Effect Brewerks,IL,41.497737,-90.556199
Brewpub,Radio Brewing Company,ID,47.534097,-116.122412
Brewpub,Radius Brewing Company,KS,38.405474,-96.181198
Brewpub,Ragtime Tavern Seafood and Grill,FL,30.324861,-81.396353
Brewpub,Railhead Brewing Company,NY,42.31626,-77.65491
Brewpub,Railhouse Restaurant and Brewery,WI,45.085164,-87.654363
Brewpub,Railroad City Brewing Company,PA,40.513756,-78.403914
Brewpub,Railroad Seafood Station & Brewing Co,TX,27.803002,-97.394178
Brewpub,Rails End Beer Company,CO,39.908485,-105.074965
Brewpub,Railside Brewing,WA,45.676783,-122.668025
Brewpub,Railtown Brewing Co,MI,42.84146,-85.575703
,Raised Grain Brewing Company,WI,43.018784,-88.198497
Taproom,Raised Grain Brewing Company,WI,43.018784,-88.198497
Brewpub,Ramskeller,CO,40.573427,-105.086524
Brewpub,Ranch House Brewery,AZ,32.59188,-110.920429
Brewpub,Randolph Beer Dumbo,NY,40.700336,-73.987409
Brewpub,Rants And Raves Brewery,ID,46.736242,-117.002609
Brewpub,Rapids Brewing Company,MN,47.234422,-93.527881
Brewpub,Raquette River Brewing,NY,44.242979,-74.486939
Brewpub,Rare Bird Brewpub,MI,44.759985,-85.619905
Brewpub,Rattlesnake Mountain Brewery Kimo's Restaurant,WA,46.237591,-119.221962
Brewpub,Ray Brook Brewhouse,NY,44.299023,-74.076286
Brewpub,ReUnion Brewery,IA,41.6709,-91.57356
Brewpub,Reads Landing Brewing Co,MN,44.402745,-92.07883
Brewpub,Rebel Hill Brewing Company,PA,40.140567,-75.547722
Brewpub,Rebel Toad Brewing Co,TX,27.794179,-97.395287
Brewpub,Rebellion Brew Haus,IL,41.508127,-90.516304
Brewpub,Rebellion Brew Haus,IL,41.531226,-90.426065
Brewpub,Rebellion Brewing,WI,43.296577,-87.985891
Brewpub,Reckless Ale Works,MD,39.186007,-76.825111
Brewpub,Reclamation Brewing Company,PA,40.859321,-79.894956
Brewpub,Recon Brewing,PA,40.908305,-79.925518
Brewpub,Red Bear Brewing Co,DC,38.905394,-77.00242
Brewpub,Red Buffalo Brewing Co,NC,35.785141,-80.888239
Brewpub,Red Car Brewery and Restaurant,CA,33.835703,-118.316021
Brewpub,Red Clay Brewing Company,AL,32.649425,-85.378866
Brewpub,Red Eye Brewing Co,WI,44.958869,-89.622857
Brewpub,Red Foot Brewing Co The Red Yeti,IN,38.271822,-85.740106
Brewpub,Red Hawk Brewing,NY,42.990145,-76.232509
Brewpub,Red Horn Brewing Co,TX,30.5338,-97.780842
Brewpub,Red Jacket Brewing at Michigan House Cafe,MI,47.246466,-88.453511
Brewpub,Red Lion Alesmiths,PA,39.901435,-76.602456
,Red Lion Brewery,PA,40.442449,-75.35249
Brewpub,Red Mountain Brewing,CO,38.020737,-107.671733
Brewpub,Red River Brewing Co,LA,32.506599,-93.744655
Brewpub,Red River Brewing Company,NM,36.708815,-105.408106
Brewpub,Red Rock Brewing Co,UT,40.763669,-111.897243
Brewpub,Red Truck Beer Company Ltd,CO,40.589169,-105.05851
Brewpub,Red Wing Brewing Company,MN,44.562621,-92.547348
Brewpub,Redbone Magic Brewing Co LLC,TX,33.431071,-94.051166
Brewpub,Redemption Alewerks,IN,39.926326,-86.045029
Brewpub,Redgarden Brewery,CO,39.965397,-105.116901
Brewpub,Redwood Brewing Co,MI,42.947617,-83.722938
Brewpub,Reed City Brewing Company,MI,43.875777,-85.511543
Brewpub,Rek Lis Brewing Company,NH,44.280642,-71.687513
,Rendezvous Paddle & Sports,WI,43.786756,-89.326472
Brewpub,Republic Brewing Co,WA,48.648077,-118.737709
Brewpub,Reservoir Brewing Company,CO,38.321191,-104.704339
Brewpub,Resonate Brewery Pizzeria,WA,47.552153,-122.177477
Brewpub,Resting Pulse Brewing Company,AL,32.64956,-85.380054
Brewpub,Restoration Brew Worx,OH,40.299601,-83.068093
Brewpub,Resurgence Brewing Company Chicago Street,NY,42.869789,-78.868461
Brewpub,Revolution Brewing Brewpub,IL,41.923671,-87.698053
Brewpub,Rhombus Guys Brewing Co,ND,47.923788,-97.028641
Brewpub,Rice and Barley Taphouse,MI,41.898966,-84.036207
Brewpub,Ridge Runner Farms and Brewing Co,VA,38.934153,-78.531301
Brewpub,Ridgewalker Brewing,OR,45.521164,-123.113011
Brewpub,Riepstines Pub,PA,41.240163,-77.053412
Brewpub,Riff Raff Brewing,CO,37.269008,-107.007355
Brewpub,Riff Raff On the Rio,CO,37.270057,-106.998152
Brewpub,Right Bauer Brewing,WI,43.182859,-89.21156
Brewpub,Right Mind Brewing,VA,37.215201,-80.401057
Brewpub,Right Proper Brewing Company,DC,38.91539,-77.021369
Brewpub,Riley's Brew Pub,CA,36.845012,-119.663301
Brewpub,Rincon Brewery,CA,34.398349,-119.518
Brewpub,Rincon Brewery Ventura,CA,34.274128,-119.238457
Brewpub,Rio Bravo Brewing Company,NM,35.103338,-106.645014
Brewpub,Rip Current Brewing North Park,CA,32.752404,-117.130009
Brewpub,Rising Silo Brewery,VA,37.237541,-80.46213
Brewpub,River Bend Hop Farm And Brewery,PA,40.487,-77.097211
Brewpub,River Bottoms Brewing Company,MO,39.358748,-93.496565
Brewpub,River City Brewing Co,KS,37.687399,-97.327247
Brewpub,River City Brewing Company,CA,38.615015,-121.329942
Brewpub,River Company Restaurant & Brewery Inc The,VA,37.146065,-80.544923
,River Outpost Brewing,NY,41.275609,-73.943044
Brewpub,River St Joe,MI,41.839301,-86.341976
Brewpub,River Time Brewing,WA,48.233025,-121.588955
Brewpub,River Time Brewing,WA,48.24953,-121.602017
Brewpub,River's Edge Brewing Co,MI,42.586454,-83.600107
Brewpub,Riverside Brewery & Restaurant,WI,43.421519,-88.181035
Brewpub,Roadhouse Pub and Eatery,WY,43.479267,-110.76213
Brewpub,Robin Hood Brewing Co,PA,40.915648,-77.728384
,Rochester Brewing and Roasting Company,MO,39.06683,-94.591508
Brewpub,Rochester Mills Beer Co,MI,42.680626,-83.131297
Brewpub,Rock Bottom Brewery,FL,29.193129,-81.072189
Brewpub,Rock Bottom Brewery & Restaurant Bolingbrook,IL,41.71863,-88.040708
Brewpub,Rock Bottom Brewery Bethesda,MD,38.988913,-77.097748
Brewpub,Rock Bottom Brewery Chicago,IL,41.891427,-87.628269
Brewpub,Rock Bottom Brewery Colorado Springs,CO,38.881166,-104.718199
Brewpub,Rock Bottom Brewery Denver,CO,39.747551,-104.994779
Brewpub,Rock Bottom Brewery Englewood,CO,39.567841,-104.873927
,Rock Bottom Brewery Highlands Ranch,CO,39.555169,-105.007527
Brewpub,Rock Bottom Brewery Indianapolis,IN,39.767421,-86.158567
Brewpub,Rock Bottom Brewery Milwaukee,WI,43.039656,-87.911518
Brewpub,Rock Bottom Brewery Minneapolis,MN,44.976371,-93.275135
Brewpub,Rock Bottom Brewery Nashville,TN,36.161804,-86.774838
Brewpub,Rock Bottom Brewery Orland Park,IL,41.596,-87.853204
Brewpub,Rock Bottom Brewery Pittsburgh,PA,40.409536,-79.91515
Brewpub,Rock Bottom Brewery San Jose,CA,37.288968,-121.934066
Brewpub,Rock Bottom Brewery Warrenville,IL,41.803052,-88.171722
Brewpub,Rock Bottom Brewery Yorktown,IL,41.838161,-88.010574
Brewpub,Rock Bottom Brewery Short Pump,VA,37.657023,-77.619542
,Rock Coast Brewery,CO,40.397234,-105.071293
Brewpub,Rock Harbor Brewing Co,ME,44.10084,-69.128188
Brewpub,Rock Harbor Pub & Brewery,ME,44.104643,-69.109319
Brewpub,Rock'n Dough Pizza and Brewery,TN,35.616668,-88.820029
Brewpub,Rock'n Dough Pizza and Brewery,TN,35.089521,-89.80103
Brewpub,RockPit Brewing,FL,28.510667,-81.376923
Brewpub,Rockford Brewing Company,MI,43.119599,-85.561418
Brewpub,Rockhound Brewing Co,WI,43.062197,-89.401121
Brewpub,Rocksteady Brewing Co,CA,38.017728,-122.137792
Brewpub,Rocky River Brewing Co,OH,41.460985,-81.856131
Brewpub,Rockyard Brewing Company,CO,39.409157,-104.869845
Brewpub,Roe Jan Brewing Company,NY,42.177475,-73.525746
Brewpub,Roebuck Pizza,IL,41.939352,-87.644016
Brewpub,Roets Jordan Brewery Co,MN,44.66559,-93.626283
Brewpub,Rohrbach Brewing Company,NY,43.137147,-77.761739
Brewpub,Roma Brewery,MN,45.057227,-92.957926
Brewpub,Rome City Brewing Co,GA,34.254666,-85.172123
Brewpub,Roosevelt Brewing Company,NM,34.18572,-103.335942
Brewpub,Rooster Fish Brewing Co,NY,42.380961,-76.873973
Brewpub,Roosters Brewing Co 1,UT,41.220407,-111.974532
Brewpub,Roosters Brewing Co 2,UT,41.083395,-111.979009
Brewpub,Root Down Brewing Company,PA,40.134432,-75.515723
Brewpub,Roots Brewing Company,NY,42.453725,-75.062535
Brewpub,Roscoe Brewing Company,NY,41.946089,-74.912836
Brewpub,Rotunda Brewing,PA,40.328671,-76.520041
Brewpub,Rough Cut Brewing Company,NY,41.759668,-74.284888
Brewpub,Round Guys Brewing Co,PA,40.243359,-75.287754
Brewpub,Round Man Brewing Co,WI,45.827235,-91.88878
Brewpub,Route 51 Brewing Company,IL,37.860161,-89.230184
Brewpub,Route 66 Junkyard Brewery,NM,35.137909,-107.824116
Brewpub,Rowley Farmhouse Ales,NM,35.660919,-105.983488
Brewpub,Roy Pitz Brewing Co,PA,39.939439,-77.65632
Brewpub,Royal Bavaria Brewhouse Restaurant and Biergarten,OK,35.306058,-97.424021
Brewpub,Royal Bliss Brewing Co,NC,35.441387,-80.999219
Brewpub,Royal Docks Brewing Company Foudre House Kitchen,OH,40.871519,-81.331829
Brewpub,Royal Palm Brewing Company,FL,26.687264,-80.203832
Brewpub,Ruby Beach Brewing Company,FL,30.29049,-81.390854
Brewpub,Ruby River Steak House and Brewery,UT,41.184743,-111.986284
,Ruhe 152,IN,41.442947,-86.002129
Brewpub,Run of the Mill Public House & Brewery,ME,43.493884,-70.448546
Brewpub,Running Dogs Brewery,OR,45.862343,-122.798019
Brewpub,Rustic Road Brewing Co,WI,42.583844,-87.818592
Brewpub,Rusty Bull Brewing Company,SC,32.867731,-80.012346
Brewpub,Rusty Gate Brewery,TX,30.922347,-95.345368
Brewpub,Rusty Gold Brewing,PA,40.258452,-80.187588
Brewpub,Rusty Nickel Brewing Co,NY,42.833367,-78.742683
Brewpub,Rutland Beer Works,VT,43.606817,-72.978423
Brewpub,Rutland Beer Works,VT,43.600166,-72.979385
Brewpub,SKA Street Brewstillery,CO,40.014992,-105.245534
Brewpub,SLO Brewing Co The Rock,CA,35.241662,-120.641146
Brewpub,SQZBX Brewery,AR,34.507274,-93.05638
Brewpub,Sackets Harbor Brewing Co,NY,43.948009,-76.12102
Brewpub,Sacrament Brewing,CA,38.57769,-121.48459
Brewpub,Sacrilege Brewing Project,CA,37.460936,-122.429897
Brewpub,Saddle Mountain Brewing Company,AZ,33.456366,-112.395601
Brewpub,Saddle Rock Pub & Brewery,WA,47.425882,-120.311742
Brewpub,Sager Beer Works,NY,43.150556,-77.569883
Brewpub,Saint Hazards Brewery,OH,41.678948,-82.809681
Brewpub,Saint J Brewery,VT,44.461228,-72.013338
Brewpub,Salish Sea Brewing Company,WA,47.809563,-122.376879
Brewpub,Saloon Door Brewing Co,TX,29.526928,-95.118958
Brewpub,Salt Creek Brewery,IN,38.924707,-86.526991
Brewpub,Salt Marsh Brewing,SC,32.237816,-80.860205
Brewpub,Salt Point Brewing Co LLC,NY,42.537559,-76.505906
Brewpub,Salt Springs Brewery,MI,42.165905,-83.780429
,SaltFire Brewing Co,UT,40.722921,-111.893589
Brewpub,Saltbox Brewery,MA,42.457189,-71.39497
Brewpub,Salud Cerveceria,NC,35.24779,-80.804062
Brewpub,San Diego Brewing Co,CA,32.792346,-117.099045
Brewpub,San Juan Island Brewing Company,WA,48.532215,-123.014738
Brewpub,San Luis Valley Brewing Co,CO,37.468409,-105.866908
Brewpub,San Marcos Brewery and Grill,CA,33.134404,-117.190974
Brewpub,San Pedro Brewing Co,CA,33.73853,-118.284219
Brewpub,SanTan Brewing Co Uptown Chandler,AZ,33.30323,-111.842361
,SanTan Brewing and Distilling Uptown Phoenix,AZ,33.523444,-112.048158
Brewpub,Sandy Springs Brewing Co,OH,40.729821,-81.103978
Brewpub,Sanford Brewing Company,FL,28.80887,-81.265205
Brewpub,Sanford Brewing Company Maitland,FL,28.626866,-81.364338
Brewpub,Sarasota Brewing Co,FL,27.259738,-82.516134
Brewpub,Sasquatch Pub,OR,45.477642,-122.698775
Brewpub,Satire Brewing Company,CO,39.917153,-104.983151
Brewpub,Sato Brewpub,NY,42.881967,-78.877109
Brewpub,Satulah Mountain Brewing Co,NC,35.05416,-83.195471
Brewpub,Saugatuck Brewing Company Kalamazoo,MI,42.290939,-85.589859
,Sawmill Pizza and Brew Shed,WI,45.248995,-92.326448
Brewpub,Sawstone Brewing Co,KY,38.183819,-83.434039
Brewpub,Saxony Hills Brewery,MO,37.624789,-89.593706
Brewpub,Scale House Brewery,NY,42.520568,-76.872904
Brewpub,Scenic Brewing Company,NV,36.129855,-115.274572
Brewpub,Sceptre Brewing Arts,GA,33.760274,-84.304807
Brewpub,Schaendorf Brewing Company,MI,42.529181,-85.848811
Brewpub,Schaylor Brewing Company,PA,40.301719,-75.990655
Brewpub,Schilling Beer Co,NH,44.305893,-71.772856
Brewpub,SchillingBridge Winery & Microbrewery,NE,40.115094,-96.163771
Brewpub,Schlafly Bankside,MO,38.774201,-90.48456
Brewpub,Scratch Brewing Company,IL,37.876637,-89.430628
Brewpub,Screech Owl Brewing,WV,39.588892,-79.566019
Brewpub,Sea Dog Brewing Co,NH,44.033334,-71.121968
Brewpub,Sea Dog Brewing Co S Portland,ME,43.635183,-70.319051
,Sea Dog Brewing Company Exeter,NH,42.980924,-70.944331
Brewpub,Sea Dog Brewing Treasure Island,FL,27.756307,-82.762424
Brewpub,Seabright Brewery,CA,36.967516,-122.008404
,Sean Patrick's Pub,TX,29.881968,-97.939571
Brewpub,Seaquake Brewing,CA,41.749476,-124.200036
Brewpub,Seaside Brewery,OR,45.992907,-123.921457
Brewpub,Second District Brewing Co,PA,39.92637,-75.173041
Brewpub,Second Profession Brewing Company,OR,45.542837,-122.602673
Brewpub,Second Salem Brewing Company,WI,42.833371,-88.730318
Brewpub,Second Street Brewery,NM,35.662151,-105.965156
Brewpub,Second Street Brewery Rufina,NM,35.655633,-105.996044
Brewpub,Sedition Brewing Co,OR,45.600514,-121.178865
Brewpub,Sedona Beer Company,AZ,34.87352,-111.761361
Brewpub,Seguin Brewing Company,TX,29.569436,-97.965211
Brewpub,Selins Grove Brewing Co,PA,40.800929,-76.861357
Brewpub,Seneca Lodge Craft Brewing At Seneca Lodge,NY,42.369127,-76.87322
Brewpub,Sequoia Brewing Co Tower District,CA,36.757889,-119.802085
Brewpub,Seven Bridges Grille and Brewery,FL,30.261628,-81.553771
Brewpub,Seward Brewing,AK,60.100874,-149.441018
Brewpub,Shackett's Brewing Company,NH,43.591074,-71.735627
Brewpub,Shade Tree Saloon & Grill,TX,29.927926,-98.409914
Brewpub,ShadowView Brewing,IL,42.281944,-88.408753
Brewpub,Shale Creek Brewing,IN,39.480555,-86.057491
Brewpub,Shamrock Brewing Company,CO,38.269488,-104.607753
Brewpub,Shannon Brewing Company LLC,TX,32.946968,-97.251067
Brewpub,Shanty Shack Brewing,CA,36.986083,-122.031854
,Shelter Distilling,CA,37.650542,-118.985556
Brewpub,Shelter Island Craft Brewery,NY,41.071429,-72.339427
Brewpub,Sherwood Brewing Co,MI,42.631928,-82.975152
Brewpub,Shipwrecked Restaurant and Brewery,WI,45.049435,-87.280491
Brewpub,Shipyard Brew Pub Eliot,ME,43.129379,-70.773007
Brewpub,Shire Breu Hous,MA,42.474529,-73.172873
Brewpub,Shoreline Brewery,IN,41.719609,-86.90602
Brewpub,Short Bus Brew House,PA,40.629627,-77.567253
Brewpub,Short Story Brewing,WV,39.544688,-80.119284
Brewpub,Short's Brewing Co,MI,44.976267,-85.21033
Brewpub,Shotwell Run Brewing Company,VA,38.489646,-78.282557
Brewpub,ShuBrew LLC,PA,40.794143,-80.13691
Brewpub,Shy Bear Brewing,PA,40.617828,-77.552293
Brewpub,Sick N Twisted Brewing Co,SD,43.94571,-103.5273
Brewpub,Side A Brewing,OR,45.327549,-118.094426
Brewpub,Sidellis Lake Tahoe,CA,38.944666,-119.969485
Brewpub,Sig Brewing Company,WA,47.237081,-122.441305
Brewpub,Silver Branch Brewing Company,MD,38.994984,-77.031237
Brewpub,Silver Falls Brewery,OR,45.004464,-122.781976
Brewpub,Silver Harbor Brewing Company,MI,42.108667,-86.479555
Brewpub,Silver Peak Restaurant and Brewery,NV,39.513822,-119.805967
Brewpub,SingleSpeed Brewing Tap Room,IA,42.537017,-92.445221
Brewpub,Siskiyou Brew Works,CA,41.250555,-122.135572
Brewpub,Sister Lakes Brewing Company,MI,42.083996,-86.20342
,Sisu Brewing Company,OR,45.993005,-123.928023
Brewpub,Six Rivers Brewery,CA,40.926027,-124.100193
Brewpub,Sixth Sense Brewing Company,OH,39.052732,-82.63872
Brewpub,Skagit River Brewery,WA,48.419283,-122.335392
Brewpub,Skagway Brewing Co,AK,59.454826,-135.315833
Brewpub,Skewed Brewing,NY,43.97951,-75.952315
Brewpub,Skipolini's Pizza,CA,38.798671,-121.293146
Brewpub,Sky High Brewing,OR,44.564885,-123.259114
Brewpub,Skyline Beer Company,MA,42.107113,-72.764148
Brewpub,Slate Farm Brewery,MD,39.69842,-76.325227
Brewpub,Slate Town Brewing Company,NY,43.407563,-73.259977
Brewpub,Slaughter County Brewing,WA,47.543112,-122.626821
Brewpub,Sleepwalker Spirits and Ale,MI,42.721317,-84.551883
Brewpub,Slippery Pig Brewery,WA,47.733434,-122.645958
Brewpub,Slippery Pig Brewery,WA,47.749642,-122.663658
Brewpub,Sluggo Brewing,WA,47.239081,-122.428501
Brewpub,Small Batch Beer Co,NC,36.099834,-80.247215
Brewpub,Smith Alley Brewing Company,WY,44.798933,-106.95608
Brewpub,Smockville Brewhouse,OR,45.355748,-122.839832
Brewpub,Smoke Brewing Company,MO,38.913065,-94.377667
Brewpub,Smokehouse Brewing,OH,39.974247,-83.048951
Brewpub,Smoky Mountain Brewery 1,TN,35.932406,-84.011959
Brewpub,Smoky Mountain Brewery 2 Gatlinburg,TN,35.707393,-83.520411
,Smoky Mountain Brewery 3 Pigeon Forge,TN,35.805946,-83.579111
Brewpub,Smoky Mountain Brewery 4 Turkey Creek,TN,35.899528,-84.159406
Brewpub,Smuggler Union Restaurant and Brewery,CO,37.935731,-107.811656
Brewpub,Smuttlabs Brewery & Kitchen,NH,43.195348,-70.872926
Brewpub,Snipes Mountain Brewing Co,WA,46.328556,-120.008215
Brewpub,Snitz Creek Brewery,PA,40.339453,-76.426535
Brewpub,Snow Eagle Brewing,ID,43.495055,-112.045182
Brewpub,Snowbelt Brewing Company,MI,45.027592,-84.675181
Brewpub,Snowy Mountain Brewery,WY,41.452962,-106.801313
Brewpub,Solera Brewery,OR,45.519436,-121.595212
Brewpub,Solid Ground Brewing,CA,38.693921,-120.814662
Brewpub,Solvang Brewing Company Lompoc,CA,34.641784,-120.457299
Brewpub,Something Wicked Brewing Company,PA,39.801097,-76.98281
Brewpub,Somewhere In Particular Brewing,OH,40.061928,-83.075433
Brewpub,Sonoma Grille,CA,38.29203,-122.460494
Brewpub,Sophisticated Hound Brewing Company,WV,37.369348,-81.094428
Brewpub,Soul Fire Brewing Co,TX,33.000027,-97.228142
Brewpub,Sound To Summit,WA,47.934476,-122.105261
Brewpub,Soundgrowler Brewing Co,IL,41.555852,-87.818373
Brewpub,Souris River Brewing,ND,48.237373,-101.287916
Brewpub,South Bend Brew Werks,IN,41.674439,-86.250052
Brewpub,South Cypress Brewing,FL,26.294835,-81.803034
Brewpub,South Gate Brewing Co,CA,37.333083,-119.660306
Brewpub,South Haven Brewpub,MI,42.404747,-86.274471
Brewpub,South Of North Brewing Company,CA,38.960312,-119.944534
Brewpub,South Park Brewing,CO,39.220375,-105.992671
Brewpub,South Park Brewing Company,CA,32.721647,-117.130008
Brewpub,South Street Brewery,VA,38.029324,-78.482686
,Southend Brewing Co,NC,36.065958,-79.791846
Brewpub,Southern Brewing & Winemaking,FL,27.986262,-82.451447
Brewpub,Southern Hart Brewing Company,GA,34.352303,-82.932672
Brewpub,Southern Hops Brewing Co,SC,34.174337,-79.831977
Brewpub,Southern Philosophy Brewing,GA,30.905688,-84.576022
Brewpub,Southern Range Brewing,NC,34.980522,-80.55084
Brewpub,Southern Roots LLC,TX,31.555988,-97.135799
,Southern Strain Brewing Company,NC,35.415202,-80.577378
Brewpub,Southern Sun Pub and Brewery,CO,39.984335,-105.249381
Brewpub,Southern Tier Brewing Co,OH,41.499093,-81.687025
,Southern Yankee Beer Company,TX,30.023973,-95.415456
Brewpub,Southside Brewing Co,OH,40.013344,-81.593483
Brewpub,Spencer Devon Brewing,VA,38.302752,-77.458402
Brewpub,Spice Trade Brewing,CO,39.610028,-104.88625
Brewpub,Spice Trade Brewing Greenwood Village,CO,39.610023,-104.886263
Brewpub,Spicket River Brewery,MA,42.705901,-71.152485
,Spigot Brewing,PA,40.771119,-79.53118
Brewpub,Spigots Brew Pub,LA,29.593546,-90.72002
Brewpub,Spoonwood Brewing Company,PA,40.345339,-80.013998
Brewpub,Spotted Dog Brewery,NM,32.270895,-106.790925
Brewpub,Sprague Farm and Brew Works,PA,41.781372,-80.105136
Brewpub,Spring Creek Brewing Company,ID,43.773701,-116.263932
Brewpub,Springfield Brewing Co,MO,37.207693,-93.295879
Brewpub,Square One Brewery and Distillery,MO,38.616921,-90.211052
Brewpub,St Elias Brewing Co,AK,60.491592,-151.048369
Brewpub,St Nicholas Brewing Co,IL,38.010782,-89.239215
Brewpub,St Arnulf's Brewing At Bouchee,CA,33.720597,-116.394969
Brewpub,St Benedict's Brew Works,IN,38.224862,-86.851913
Brewpub,Stable 12 Brewing Company,PA,40.13283,-75.520751
Brewpub,Stable Craft Brewing,VA,38.160212,-78.906149
Brewpub,Stadium Brewing Co,CA,33.575466,-117.726288
Brewpub,Stadium Pizza Murrieta,CA,33.591382,-117.249559
Brewpub,Stadium Pizza Main ST,CA,33.669357,-117.327558
Brewpub,Standard Brewing,WA,47.59941,-122.299575
Brewpub,Standing Stone Brewing Company,OR,42.1976,-122.714432
Brewpub,Stanislaus Brewing Co,CA,37.642021,-121.000058
Brewpub,Starboard Brewing Co,WI,44.835543,-87.377975
Brewpub,Starr Brothers Brewing Co,NM,35.159118,-106.579993
Brewpub,State 48 Barrel and Lager House,AZ,33.627455,-111.89632
Brewpub,State 48 Funkhouse,AZ,33.534161,-112.260804
Brewpub,State Room Brewery,CA,37.97341,-122.529116
Brewpub,Stateline Brewery,CA,38.957885,-119.942502
Brewpub,Stats Brewpub,GA,33.761352,-84.396312
Brewpub,Steam Plant Grill,WA,47.655208,-117.424613
Brewpub,Steam Theory Brewing Co,TX,32.778242,-96.829732
Brewpub,Steamworks Brewing Co,CO,37.272312,-107.879959
Brewpub,Steel Bender Brewyard,NM,35.175207,-106.625502
Brewpub,Steel City Coffeehouse & Brewery,PA,40.134028,-75.516439
Brewpub,Steel String Craft Brewery,NC,35.909905,-79.072514
Brewpub,Steelbound Brewery & Distillery,NY,42.285941,-78.659151
Brewpub,Steele and Hops,CA,38.459156,-122.71769
Brewpub,Steele and Hops Public House,CA,38.459153,-122.717654
Brewpub,Stein Brewing Company,OH,40.392328,-82.48588
Brewpub,Sterling Pig Brewery,PA,39.918217,-75.397991
Brewpub,Stewart's Brewing Co,DE,39.635052,-75.661374
Brewpub,Stewbum & Stonewall Brewing Co,HI,21.311694,-157.863475
Brewpub,Stickman Brews,PA,40.195403,-75.5335
,Stickmen Brewery,OR,45.379278,-122.80006
Brewpub,Stickmen Brewing Company Tualatin Beer Hall,OR,45.379338,-122.799574
Brewpub,Stiggs Brewery & Kitchen,MI,45.213118,-85.013592
Brewpub,StillWest Brewery & Grill,WY,43.473661,-110.761342
Brewpub,Stitch House Brewery,DE,39.744219,-75.549102
Brewpub,Stockholms Vardshus,IL,41.887831,-88.308264
Brewpub,Stolen Sun Brewing Co,PA,40.037835,-75.633393
Brewpub,Stone Arch Brewpub,WI,44.25325,-88.403228
Brewpub,Stone Brewing Napa,CA,38.298751,-122.282846
Brewpub,Stone Brewing World Bistro & Gardens Liberty Station,CA,32.740391,-117.211489
Brewpub,Stone Bridge Brewing Company,PA,40.326461,-78.917318
Brewpub,Stone Corral Brewery,VT,44.398902,-73.001513
Brewpub,Stone Cow Brewery,MA,42.424826,-72.124243
Brewpub,Stonehome Brewing Company,ND,47.803924,-103.242979
Brewpub,Stony Creek Brewery At Foxwoods Resort Casino,CT,41.47233,-71.960278
Brewpub,Stony Run Brew House,PA,39.983043,-76.651725
,StormBreaker Brewing,OR,45.549429,-122.675235
Brewpub,StormBreaker Brewing St Johns,OR,45.589887,-122.752998
